,title,text,uuid
135,I’m in the military and having trouble paying my auto loan. What should I know about auto repossession and protections under the Servicemembers Civil Relief Act (SCRA)?,"The SCRA gives active duty servicemembers
certain legal and financial protections relating to installment contracts, like
an auto loan or lease.",kdbYhP5HeTgtWfrf8giDSo
136,Why do I have to pay the bank/credit union back if a check I deposited turns out to be fraudulent?,Your bank or credit union is entitled to recover funds that were fraudulently transferred and to take steps to reverse a fraudulent transaction.,FAzuucKr2X4Rorei86tzHM
137,Can a student lender consider the fact that I am not a citizen of the United States?,A creditor cannot discriminate on the basis of national origin.,2fzg8dPS8bgUkQtUHBrrys
138,How might a private student lender collect payments from me?,"Unlike federal student loans, a private student lender will generally need to go to court in order to collect payments from you. Your rights may vary based on the state you live in.",cGZzDJKYQCMzbbkZVrdoCX
139,What are my options if a debt collection agency contacts me about my student loans?,"A debt
collector may be trying to contact you
because a creditor believes you are past due on the payments you owe on a debt.
You have rights when dealing with debt collectors and it is against the law for
a collector to harass you or make false statements to you.",NJeKTdZMXgkyrydncgCDMi
140,"If I co-signed for a student loan and it has gone into default, what happens?","The student is the primary borrower with the responsibility to pay back his or her loan, but as a co-signer you have equal responsibility for repaying the loan if the student doesn’t.",GGc4MhukkLjDxvEMQ7zrmu
141,What happens if I default on a private student loan?,"Private lenders may attempt to collect on your debt directly, or they may hire collection agencies to try to collect on your debt.",E8Yzq2wrDqeHjSm7Q7Kpf5
142,I am a member of the military on active duty (or about to go on active duty). What options exist to help me deal with my student loans?,"If you are currently serving on active duty you are eligible to have the interest rate lowered to 6% on all student loans taken out prior to your military service. This benefit applies to both your federal and private (non-federal) student loans and is available for all active duty servicemembers, regardless of where you serve. Most borrowers on active duty will qualify for this benefit, so it makes sense to start here.",Cn8ZwR4wJKZMTFYsp7d3zB
143,How much is the GI Bill worth to me?,"The VA has a GI Bill Comparison Tool to help you see how much
your GI Bill benefits are worth.",GZZYJhqKGx3B7MHeS9DenP
144,I am having a hard time receiving the appropriate amount of money I am entitled to under Tuition Assistance/GI Bill - who should I contact?,The GI Bill and Tuition Assistance Program are administered by different branches of the federal government.,5nQXeRyQ5B2jVKhiLGrurt
145,I wrote a check and the person I gave it to increased the amount of the check before cashing it. The bank/credit union paid the higher amount rather than the amount I had written. What can I do?,"Contact your bank or credit union as quickly as you can. If your bank or credit union cashed the check, you may be able to have the difference restored to your account.",FXmamWzxtMxfUSKfe8uhqP
146,"I deposited a check and waited until I was able to withdraw the money from the bank. I later found out that the check was fraudulent. The bank/credit union took the money back, and now my account is overdrawn. Can they charge me an overdraft fee?","Yes. The bank or credit union can take the money back if the check you deposited was fraudulent, even if it made the money available to you and you withdrew the funds.",Dv4eT6Qpz7DYFXR4wvvz9R
147,Can a student lender consider my age when deciding whether to give me credit?,"Generally, a creditor cannot use your age to make credit decisions.  However, there are exceptions to this rule.",cgE53hp4LqyHuzfbxr9zBH
148,Can a student lender consider whether I receive income from a public assistance program when deciding whether to give me a student loan?,A creditor cannot discriminate against you because you (or your co-signers) receive or have received public assistance income.,5RJEJL2yvdisXCzxT5zqUz
149,Can a student lender consider my sex or marital status when deciding whether to give me a student loan?,A creditor cannot discriminate on the basis of sex or marital status.,3avLspZxpiJDMH8oqpJyEr
150,I cashed a check at my bank/credit union but later the check was found to be fraudulent. Do I have to repay the bank/credit union?,"Yes. If your bank or credit union gave you cash from a check that was later found to be fraudulent, it can remove the funds from your account.",W7fnYwUQZtXPh6xjpzXosX
151,"If I am married, can a creditor turn down my application for a student loan in my own name?","If you are applying for a student loan in your own name, a creditor may not deny you credit because of your marital status.",E2d5mTFLvskQytoVirMTus
152,"I am married or was previously married, and I am applying for my own student loan. Can a creditor ask me about my spouse or former spouse?","Generally, a creditor may request information about your spouse or former spouse only in certain cases.",RdUHbLmpKkSv3qR55cjrh7
153,"Can a creditor ask me about the alimony, child support, or separate maintenance payments that I or my co-signer receive?","A creditor may ask whether income stated in your application comes from alimony, child support, or separate maintenance payments.",m6XtuDNjV4q98MuEfHtnBG
154,"I received an email from my bank or credit union asking me to ""verify"" my account information. What should I do?","This may be a common scam, often referred to as “phishing,” to steal your account information.",gbLUEDBAbg6Ek4yD7tyX6X
155,"If I want to rely on the alimony or child support that I or my co-signer receive in my application for a student loan, does a creditor have to consider that income?","Yes, if the payments are likely to be consistently made.",W6BKAhQqH2v7USzvqyBoEx
156,I want to apply for a student loan. Can a creditor ask me about my children or dependents or about the children or dependents of my co-signer?,"A creditor may ask about the number and ages of your dependents. A creditor may also ask about dependent-related financial obligations or expenses. However, a creditor may do so only if the creditor asks for this information without regard to sex or marital status (or any other prohibited basis).",XdcSkupALdvbGhdFTumNYA
157,Does a creditor have to consider my part-time or retirement income?,A creditor cannot discount or refuse to consider your (or your co-signer’s) income because it comes from part-time employment.,D26tMaoH8KeNmhuPrSwT74
158,My creditor said that my spouse had to co-sign my student loan agreement. Is this right?,"In general, a creditor cannot require your spouse’s (or another person’s) signature for individual credit if you qualify on your own for the amount and terms requested.",N5hJV3hq5scQhEgnJNu7da
159,"If I need to have a co-signer on my student loan, can a creditor require that it be my spouse?","No. If you do not individually qualify, the creditor may request a co-signer, guarantor, endorser, or similar party.",kR6ahPBsNQ3RSHUUheQ97o
160,What should I do if I think an auto dealer or lender is violating the law?,"If your problem is with a lender  or a Buy Here Pay Here dealer, you may file a complaint with the CFPB and your state attorney general. If your problem is with a traditional dealer, you may file a complaint with the FTC  and your state attorney general .",mX6kySdqmYTQHJiEDEzirm
